timestamp,machine_id,metric_type,metric_value
2023-11-11T21:22:02Z,MX-103,temperature,97.38
2023-11-11T01:55:43Z,MX-103,energy_consumption,20.77
2023-11-12T22:20:58Z,MX-101,energy_consumption,47.23
2023-11-13T07:05:09Z,MX-102,energy_consumption,79.64
2023-11-14T06:35:55Z,MX-101,energy_consumption,93.59
2023-11-15T04:21:03Z,MX-103,temperature,18.47
2023-11-15T14:41:34Z,MX-105,energy_consumption,95.41
2023-11-15T14:06:23Z,MX-104,throughput,72.68
2023-11-16T12:29:56Z,MX-102,temperature,38.01
2023-11-17T15:40:08Z,MX-103,throughput,18.17
2023-11-18T14:36:55Z,MX-102,temperature,41.61
2023-11-18T23:33:53Z,MX-101,throughput,50.66
2023-11-19T19:04:24Z,MX-103,temperature,89.14
2023-11-20T20:17:03Z,MX-101,energy_consumption,43.58
2023-11-21T00:03:46Z,MX-105,temperature,10.42
2023-11-22T11:09:02Z,MX-101,energy_consumption,60.7
2023-11-22T02:31:34Z,MX-102,temperature,67.28
2023-11-23T06:37:07Z,MX-105,temperature,97.82
2023-11-23T03:31:49Z,MX-102,energy_consumption,43.68
2023-11-24T16:02:43Z,MX-102,energy_consumption,23.4
2023-11-25T01:06:16Z,MX-105,temperature,94.18
2023-11-25T04:22:45Z,MX-103,throughput,19.7
2023-11-26T06:34:07Z,MX-105,energy_consumption,25.06
2023-11-26T03:37:50Z,MX-104,temperature,64.32
2023-11-26T22:19:32Z,MX-103,throughput,93.57
2023-11-27T14:09:26Z,MX-104,temperature,70.18
2023-11-27T02:23:00Z,MX-103,temperature,42.91
2023-11-27T08:43:05Z,MX-104,temperature,81.46
2023-11-28T13:02:45Z,MX-101,throughput,82.98
2023-11-29T21:31:21Z,MX-101,energy_consumption,18.19
2023-11-29T23:50:26Z,MX-103,energy_consumption,60.67
2023-11-29T19:22:00Z,MX-105,throughput,78.12
2023-11-30T07:18:56Z,MX-103,throughput,22.19
2023-11-30T07:12:37Z,MX-103,energy_consumption,48.37
2023-11-30T15:50:34Z,MX-104,temperature,54.14
2023-12-01T03:47:53Z,MX-103,energy_consumption,53.57
2023-12-01T14:09:21Z,MX-103,throughput,99.31
2023-12-02T02:00:24Z,MX-105,temperature,26.93
2023-12-02T03:14:49Z,MX-103,energy_consumption,77.31
2023-12-03T19:45:44Z,MX-102,energy_consumption,38.23
2023-12-03T01:44:45Z,MX-105,temperature,14.25
2023-12-03T11:01:47Z,MX-104,temperature,41.66
2023-12-04T01:54:32Z,MX-104,energy_consumption,55.75
2023-12-04T06:29:28Z,MX-105,throughput,71.3
2023-12-04T01:37:41Z,MX-102,temperature,51.15
2023-12-05T08:04:01Z,MX-103,temperature,74.26
2023-12-06T07:31:37Z,MX-105,energy_consumption,65.17
2023-12-06T01:38:48Z,MX-104,temperature,91.03
2023-12-07T10:34:28Z,MX-101,temperature,69.36
2023-12-08T06:26:47Z,MX-104,temperature,43.46
2023-12-08T14:38:05Z,MX-101,temperature,22.75
2023-12-09T22:38:15Z,MX-103,throughput,71.24
2023-12-10T22:47:56Z,MX-103,temperature,94.62
2023-12-10T23:47:14Z,MX-103,throughput,72.13
2023-12-10T15:08:31Z,MX-104,throughput,35.03
2023-12-11T17:46:31Z,MX-103,energy_consumption,10.94
2023-12-12T14:23:54Z,MX-101,energy_consumption,79.04
2023-12-12T04:41:33Z,MX-102,temperature,67.38
2023-12-12T04:11:49Z,MX-102,throughput,15.99
2023-12-13T11:55:10Z,MX-102,energy_consumption,33.08
2023-12-13T14:29:53Z,MX-103,energy_consumption,35.78
2023-12-13T20:45:25Z,MX-103,temperature,78.49
2023-12-14T07:21:33Z,MX-101,energy_consumption,86.18
2023-12-14T07:18:37Z,MX-102,energy_consumption,99.6
2023-12-15T17:25:59Z,MX-101,temperature,30.58
2023-12-15T14:07:44Z,MX-102,temperature,78.63
2023-12-16T08:48:06Z,MX-104,energy_consumption,43.38
2023-12-17T05:11:51Z,MX-104,energy_consumption,79.22
2023-12-17T18:20:10Z,MX-102,temperature,75.24
2023-12-17T01:35:35Z,MX-105,temperature,95.37
2023-12-18T09:07:53Z,MX-102,throughput,51.58
2023-12-18T23:27:08Z,MX-101,throughput,44.2
2023-12-19T18:24:29Z,MX-101,temperature,26.56
2023-12-19T07:04:32Z,MX-103,energy_consumption,74.91
2023-12-20T16:02:21Z,MX-101,temperature,64.15
2023-12-21T20:16:27Z,MX-102,temperature,59.24
2023-12-21T11:33:42Z,MX-101,temperature,71.63
2023-12-22T18:51:41Z,MX-105,temperature,65.67
2023-12-22T06:11:11Z,MX-103,throughput,13.46
2023-12-23T08:30:26Z,MX-101,throughput,10.31
2023-12-24T14:06:33Z,MX-105,temperature,87.13
2023-12-25T01:16:53Z,MX-105,energy_consumption,16.65
2023-12-25T23:37:27Z,MX-104,energy_consumption,68.03
2023-12-25T10:17:03Z,MX-105,throughput,50.47
2023-12-26T08:39:11Z,MX-104,energy_consumption,32.5
2023-12-26T23:10:53Z,MX-104,throughput,92.75
2023-12-26T05:34:32Z,MX-104,energy_consumption,89.15
2023-12-27T05:15:27Z,MX-103,energy_consumption,75.79
2023-12-28T09:21:53Z,MX-102,throughput,76.6
2023-12-28T15:43:08Z,MX-103,temperature,13.83
2023-12-29T19:42:55Z,MX-102,throughput,21.25
2023-12-29T22:48:36Z,MX-103,temperature,94.77
2023-12-30T15:12:32Z,MX-104,energy_consumption,50.71
2023-12-30T14:08:33Z,MX-104,throughput,40.4
2023-12-31T14:31:22Z,MX-102,energy_consumption,57.69
2023-12-31T08:57:24Z,MX-102,energy_consumption,27.19
2023-12-31T07:05:06Z,MX-105,throughput,91.03
2024-01-01T14:51:44Z,MX-103,energy_consumption,37.62
2024-01-01T14:18:08Z,MX-102,throughput,19.78
2024-01-01T23:44:50Z,MX-104,throughput,91.42
2024-01-02T15:00:17Z,MX-101,temperature,29.55
2024-01-02T20:05:11Z,MX-102,energy_consumption,44.59
2024-01-02T18:50:29Z,MX-104,temperature,94.89
2024-01-03T07:31:00Z,MX-104,energy_consumption,70.03
2024-01-04T20:30:41Z,MX-102,energy_consumption,46.17
2024-01-04T07:12:07Z,MX-102,throughput,38.48
2024-01-05T04:45:12Z,MX-104,throughput,64.93
2024-01-06T19:19:05Z,MX-101,energy_consumption,18.74
2024-01-06T02:22:46Z,MX-101,temperature,10.78
2024-01-06T01:55:14Z,MX-103,temperature,38.2
2024-01-07T07:23:28Z,MX-102,temperature,37.68
2024-01-07T02:24:13Z,MX-103,energy_consumption,91.83
2024-01-08T16:15:38Z,MX-104,throughput,73.32
2024-01-08T10:32:56Z,MX-103,temperature,82.21
2024-01-08T05:49:06Z,MX-102,temperature,47.37
2024-01-09T22:30:40Z,MX-104,temperature,60.55
2024-01-09T22:53:22Z,MX-104,energy_consumption,98.5
2024-01-09T09:04:48Z,MX-101,energy_consumption,95.09
2024-01-10T03:32:03Z,MX-101,temperature,89.22
2024-01-10T17:12:52Z,MX-104,throughput,25.34
2024-01-11T21:20:31Z,MX-103,throughput,62.64
2024-01-12T16:17:12Z,MX-101,throughput,95.19
2024-01-13T12:31:06Z,MX-103,temperature,89.78
2024-01-13T02:30:29Z,MX-102,temperature,66.16
2024-01-13T14:19:52Z,MX-102,temperature,99.36
2024-01-14T07:10:38Z,MX-103,throughput,74.03
2024-01-14T03:01:28Z,MX-103,energy_consumption,98.52
2024-01-14T18:00:47Z,MX-101,energy_consumption,90.19
2024-01-15T06:09:19Z,MX-103,throughput,27.28
2024-01-15T10:12:12Z,MX-105,temperature,54.06
2024-01-16T01:53:37Z,MX-102,energy_consumption,37.6
2024-01-17T15:45:47Z,MX-103,temperature,34.56
2024-01-17T23:54:34Z,MX-104,energy_consumption,17.22
2024-01-18T01:08:32Z,MX-102,energy_consumption,10.96
2024-01-18T20:53:09Z,MX-101,throughput,44.26
2024-01-18T17:06:59Z,MX-104,throughput,13.24
2024-01-19T09:50:26Z,MX-104,throughput,43.01
2024-01-19T18:39:45Z,MX-104,throughput,73.66
2024-01-19T04:49:06Z,MX-103,energy_consumption,33.54
2024-01-20T17:47:51Z,MX-103,throughput,17.5
2024-01-21T03:05:14Z,MX-103,energy_consumption,90.62
2024-01-21T00:50:15Z,MX-102,temperature,31.87
2024-01-22T13:35:40Z,MX-101,temperature,61.47
2024-01-23T03:10:53Z,MX-101,temperature,75.08
2024-01-24T12:25:13Z,MX-105,temperature,24.06
2024-01-24T22:47:47Z,MX-104,energy_consumption,88.61
2024-01-24T03:51:11Z,MX-105,temperature,15.05
2024-01-25T07:15:51Z,MX-101,temperature,18.25
2024-01-26T00:08:23Z,MX-104,energy_consumption,30.98
2024-01-27T02:53:28Z,MX-104,throughput,66.29
2024-01-28T17:19:56Z,MX-102,energy_consumption,98.91
2024-01-29T06:46:27Z,MX-104,throughput,75.84
2024-01-29T21:32:49Z,MX-101,throughput,26.64
2024-01-29T00:13:47Z,MX-101,temperature,97.68
2024-01-30T05:14:20Z,MX-105,energy_consumption,97.55
2024-01-30T04:30:54Z,MX-101,temperature,26.83
2024-01-31T08:17:27Z,MX-102,throughput,67.18
2024-01-31T21:33:55Z,MX-103,energy_consumption,47.11
2024-02-01T10:23:28Z,MX-102,throughput,32.59
2024-02-01T12:33:08Z,MX-102,energy_consumption,10.63
2024-02-01T09:09:46Z,MX-103,temperature,15.82
2024-02-02T17:58:59Z,MX-103,energy_consumption,15.44
2024-02-03T02:54:39Z,MX-104,temperature,97.95
2024-02-03T03:12:44Z,MX-103,energy_consumption,79.42
2024-02-04T22:02:44Z,MX-101,energy_consumption,33.62
2024-02-04T11:37:00Z,MX-104,throughput,76.8
2024-02-05T13:29:14Z,MX-104,throughput,78.71
2024-02-05T11:24:47Z,MX-105,energy_consumption,27.13
2024-02-06T06:12:34Z,MX-101,energy_consumption,41.76
2024-02-06T16:55:41Z,MX-104,throughput,93.11
2024-02-06T14:40:53Z,MX-104,throughput,50.7
2024-02-07T14:02:16Z,MX-104,temperature,88.6
2024-02-08T13:53:18Z,MX-102,throughput,42.91
2024-02-08T15:48:55Z,MX-102,temperature,63.36
2024-02-09T07:54:01Z,MX-101,temperature,45.22
2024-02-10T09:51:46Z,MX-103,temperature,11.95
2024-02-11T05:45:50Z,MX-103,energy_consumption,34.99
2024-02-11T06:54:56Z,MX-104,energy_consumption,75.14
2024-02-12T15:50:30Z,MX-102,throughput,97.22
2024-02-12T02:10:32Z,MX-103,temperature,16.02
2024-02-13T17:21:22Z,MX-105,throughput,22.73
2024-02-13T18:53:15Z,MX-104,temperature,47.47
2024-02-14T11:12:51Z,MX-102,throughput,66.74
2024-02-15T22:31:05Z,MX-104,energy_consumption,20.97
2024-02-15T04:42:44Z,MX-105,throughput,40.7
2024-02-15T13:35:36Z,MX-102,throughput,60.88
2024-02-16T02:17:53Z,MX-101,throughput,43.3
2024-02-16T08:57:38Z,MX-102,throughput,71.95
2024-02-17T23:04:42Z,MX-104,throughput,59.95
2024-02-17T21:00:57Z,MX-103,energy_consumption,27.49
2024-02-18T11:43:03Z,MX-105,temperature,73.73
2024-02-19T08:37:46Z,MX-102,throughput,60.7
2024-02-19T00:42:22Z,MX-103,energy_consumption,89.27
2024-02-19T13:59:10Z,MX-102,energy_consumption,38.95
2024-02-20T17:52:28Z,MX-104,energy_consumption,91.04
2024-02-20T09:41:06Z,MX-101,throughput,45.06
2024-02-20T07:02:00Z,MX-103,energy_consumption,22.88
2024-02-21T17:14:54Z,MX-102,temperature,66.98
2024-02-22T12:58:03Z,MX-105,throughput,60.57
2024-02-22T09:55:50Z,MX-103,throughput,98.68
2024-02-23T19:31:35Z,MX-102,energy_consumption,26.94
2024-02-23T21:45:26Z,MX-105,temperature,36.61
2024-02-23T02:12:18Z,MX-102,energy_consumption,81.9
2024-02-24T09:02:15Z,MX-104,throughput,73.06
2024-02-24T00:23:50Z,MX-103,throughput,28.38
2024-02-25T00:55:13Z,MX-101,energy_consumption,67.96
2024-02-25T15:20:36Z,MX-101,throughput,51.84
2024-02-26T16:15:47Z,MX-104,energy_consumption,24.13
2024-02-27T11:26:08Z,MX-101,throughput,51.03
2024-02-27T07:12:03Z,MX-105,throughput,35.63
2024-02-28T04:40:47Z,MX-103,temperature,21.15
2024-02-28T11:53:19Z,MX-105,throughput,43.19
2024-02-28T11:28:42Z,MX-104,energy_consumption,12.29
2024-02-29T23:31:55Z,MX-103,throughput,26.02
2024-02-29T22:19:17Z,MX-101,energy_consumption,35.46
2024-03-01T20:41:58Z,MX-101,energy_consumption,15.03
2024-03-01T04:48:04Z,MX-104,temperature,93.43
2024-03-01T05:05:38Z,MX-102,temperature,57.05
2024-03-02T08:33:23Z,MX-101,throughput,97.51
2024-03-02T12:18:43Z,MX-101,throughput,40.92
2024-03-02T02:31:59Z,MX-104,throughput,59.06
2024-03-03T15:09:32Z,MX-104,energy_consumption,23.95
2024-03-03T03:15:27Z,MX-102,throughput,24.32
2024-03-03T09:29:37Z,MX-102,temperature,15.09
2024-03-04T20:18:16Z,MX-101,temperature,67.86
2024-03-04T08:12:39Z,MX-104,temperature,13.8
2024-03-04T08:28:15Z,MX-102,temperature,55.05
2024-03-05T14:06:33Z,MX-104,temperature,55.92
2024-03-05T10:32:43Z,MX-104,temperature,70.27
2024-03-06T15:06:26Z,MX-105,temperature,13.61
2024-03-06T21:28:09Z,MX-101,temperature,30.66
2024-03-06T17:53:37Z,MX-101,throughput,73.16
2024-03-07T13:24:09Z,MX-105,temperature,45.75
2024-03-07T05:32:36Z,MX-105,temperature,92.37
2024-03-07T22:40:30Z,MX-103,throughput,60.06
2024-03-08T14:08:30Z,MX-102,temperature,77.88
2024-03-08T09:19:50Z,MX-103,temperature,39.44
2024-03-08T09:28:43Z,MX-104,temperature,68.54
2024-03-09T01:02:57Z,MX-104,energy_consumption,97.1
2024-03-09T18:38:03Z,MX-104,temperature,26.63
2024-03-10T14:06:24Z,MX-101,energy_consumption,93.98
2024-03-11T07:17:13Z,MX-105,energy_consumption,77.25
2024-03-12T07:48:14Z,MX-105,throughput,42.48
2024-03-12T01:58:46Z,MX-102,energy_consumption,90.12
2024-03-12T09:11:13Z,MX-102,energy_consumption,12.14
2024-03-13T07:52:47Z,MX-102,throughput,28.57
2024-03-14T14:08:50Z,MX-103,throughput,98.58
2024-03-14T21:54:40Z,MX-102,throughput,53.22
2024-03-14T21:43:35Z,MX-103,energy_consumption,87.16
2024-03-15T02:49:40Z,MX-105,temperature,89.6
2024-03-16T22:32:49Z,MX-101,temperature,95.21
2024-03-17T11:02:53Z,MX-104,throughput,75.59
2024-03-18T03:32:24Z,MX-101,throughput,29.38
2024-03-19T15:24:25Z,MX-103,temperature,35.2
2024-03-20T00:48:55Z,MX-103,temperature,90.87
2024-03-20T10:59:50Z,MX-102,throughput,51.12
2024-03-20T07:27:05Z,MX-101,energy_consumption,76.98
2024-03-21T01:06:20Z,MX-104,temperature,11.29
2024-03-21T03:08:04Z,MX-102,throughput,88.28
2024-03-21T21:06:32Z,MX-105,throughput,34.31
2024-03-22T20:30:23Z,MX-104,temperature,75.83
2024-03-22T05:34:52Z,MX-102,temperature,45.78
2024-03-22T13:44:29Z,MX-101,temperature,54.77
2024-03-23T15:00:57Z,MX-102,temperature,61.91
2024-03-23T01:36:11Z,MX-101,throughput,73.89
2024-03-24T17:26:45Z,MX-102,throughput,12.2
2024-03-24T09:54:06Z,MX-102,temperature,72.07
2024-03-24T00:04:15Z,MX-101,energy_consumption,85.19
2024-03-25T20:21:01Z,MX-104,temperature,74.4
2024-03-25T01:43:18Z,MX-103,throughput,17.96
2024-03-26T16:36:42Z,MX-104,energy_consumption,24.75
2024-03-26T23:58:44Z,MX-103,energy_consumption,59.59
2024-03-27T11:40:36Z,MX-103,throughput,25.66
2024-03-28T13:32:53Z,MX-104,throughput,79.06
2024-03-28T05:22:30Z,MX-104,energy_consumption,58.8
2024-03-29T15:43:05Z,MX-101,energy_consumption,32.79
2024-03-29T05:00:40Z,MX-103,throughput,68.09
2024-03-30T19:37:55Z,MX-102,temperature,40.91
2024-03-30T22:45:28Z,MX-102,energy_consumption,40.75
2024-03-31T05:48:16Z,MX-105,temperature,97.95
2024-03-31T07:29:36Z,MX-104,temperature,84.11
2024-03-31T04:04:24Z,MX-105,energy_consumption,13.78
2024-04-01T20:57:07Z,MX-101,throughput,94.11
2024-04-02T05:59:47Z,MX-102,energy_consumption,73.88
2024-04-02T12:11:35Z,MX-104,temperature,39.29
2024-04-02T13:35:32Z,MX-105,throughput,57.08
2024-04-03T07:58:34Z,MX-105,throughput,77.48
2024-04-03T03:52:29Z,MX-102,energy_consumption,67.95
2024-04-04T06:51:24Z,MX-101,energy_consumption,81.99
2024-04-05T05:15:20Z,MX-101,energy_consumption,95.51
2024-04-05T08:48:17Z,MX-104,throughput,84.27
2024-04-06T23:14:16Z,MX-101,temperature,12.12
2024-04-06T01:07:56Z,MX-103,temperature,28.64
2024-04-06T02:35:50Z,MX-101,throughput,50.73
2024-04-07T15:21:41Z,MX-103,energy_consumption,46.27
2024-04-08T21:45:23Z,MX-103,throughput,44.9
2024-04-08T07:35:21Z,MX-103,throughput,65.73
2024-04-08T17:25:10Z,MX-105,energy_consumption,13.77
2024-04-09T01:08:51Z,MX-104,throughput,41.63
2024-04-09T09:18:45Z,MX-104,throughput,77.76
2024-04-10T15:23:24Z,MX-105,energy_consumption,89.26
2024-04-11T17:51:05Z,MX-101,throughput,13.48
2024-04-11T17:44:50Z,MX-101,throughput,32.69
2024-04-11T03:21:05Z,MX-101,temperature,75.19
2024-04-12T22:59:05Z,MX-101,throughput,44.19
2024-04-12T12:17:01Z,MX-102,energy_consumption,98.56
2024-04-12T01:15:01Z,MX-103,throughput,59.74
2024-04-13T16:25:39Z,MX-102,energy_consumption,46.95
2024-04-13T00:22:29Z,MX-102,energy_consumption,87.64
2024-04-13T01:01:40Z,MX-105,throughput,16.22
2024-04-14T16:51:49Z,MX-103,energy_consumption,60.85
2024-04-15T23:48:02Z,MX-101,throughput,62.71
2024-04-15T18:48:49Z,MX-104,temperature,91.2
2024-04-15T10:40:55Z,MX-102,temperature,36.13
2024-04-16T15:32:12Z,MX-101,energy_consumption,23.93
2024-04-16T02:47:49Z,MX-102,throughput,53.76
2024-04-17T14:06:04Z,MX-102,throughput,13.95
2024-04-18T08:08:04Z,MX-103,energy_consumption,62.52
2024-04-19T08:19:40Z,MX-104,energy_consumption,95.32
2024-04-19T04:13:36Z,MX-101,temperature,22.53
2024-04-20T22:02:05Z,MX-105,temperature,49.43
2024-04-20T13:21:00Z,MX-104,temperature,73.76
2024-04-20T13:24:32Z,MX-105,temperature,47.68
2024-04-21T10:09:16Z,MX-104,energy_consumption,73.18
2024-04-22T02:22:22Z,MX-101,throughput,89.0
2024-04-23T13:01:16Z,MX-104,throughput,55.64
2024-04-23T08:51:20Z,MX-102,temperature,12.17
2024-04-23T03:08:41Z,MX-105,temperature,69.82
2024-04-24T19:52:34Z,MX-103,energy_consumption,33.67
2024-04-24T02:25:58Z,MX-102,energy_consumption,47.19
2024-04-25T01:26:50Z,MX-102,temperature,23.26
2024-04-25T04:51:00Z,MX-104,temperature,43.47
2024-04-25T18:34:32Z,MX-101,temperature,57.21
2024-04-26T21:19:12Z,MX-105,temperature,37.3
2024-04-26T04:59:24Z,MX-103,temperature,87.45
2024-04-27T06:52:08Z,MX-104,throughput,53.09
2024-04-28T06:16:39Z,MX-104,energy_consumption,67.01
2024-04-29T02:34:55Z,MX-102,energy_consumption,21.43
2024-04-29T18:33:49Z,MX-102,temperature,52.99
2024-04-29T02:38:34Z,MX-105,temperature,32.24
2024-04-30T22:46:41Z,MX-103,temperature,84.52
2024-04-30T14:47:46Z,MX-101,throughput,13.86
2024-05-01T14:22:04Z,MX-101,temperature,70.45
2024-05-01T13:36:19Z,MX-104,throughput,64.58
2024-05-02T04:38:08Z,MX-104,energy_consumption,95.44
2024-05-03T14:48:04Z,MX-102,temperature,63.91
2024-05-03T10:28:19Z,MX-104,temperature,48.95
2024-05-03T01:07:31Z,MX-104,temperature,60.55
2024-05-04T05:17:59Z,MX-101,throughput,34.97
2024-05-04T10:13:29Z,MX-104,energy_consumption,82.61
2024-05-04T12:25:58Z,MX-103,energy_consumption,64.48
2024-05-05T17:06:32Z,MX-105,throughput,44.75
2024-05-05T21:27:54Z,MX-105,energy_consumption,64.47
2024-05-06T20:53:53Z,MX-102,throughput,40.34
2024-05-06T17:49:42Z,MX-103,energy_consumption,56.53
2024-05-06T22:59:14Z,MX-101,throughput,66.62
2024-05-07T10:31:12Z,MX-105,energy_consumption,30.51
2024-05-07T11:48:08Z,MX-102,energy_consumption,27.21
2024-05-08T06:59:05Z,MX-103,energy_consumption,70.85
2024-05-08T10:08:26Z,MX-103,energy_consumption,48.15
2024-05-09T06:51:27Z,MX-105,temperature,82.2
2024-05-09T10:44:28Z,MX-102,energy_consumption,71.74
2024-05-09T19:45:42Z,MX-105,throughput,28.4
2024-05-10T21:10:51Z,MX-105,temperature,20.55
2024-05-10T10:36:42Z,MX-102,temperature,63.83
2024-05-11T12:17:00Z,MX-102,energy_consumption,82.86
2024-05-11T13:39:11Z,MX-102,throughput,53.59
2024-05-11T09:51:26Z,MX-105,throughput,58.37
2024-05-12T09:16:27Z,MX-105,temperature,32.73
2024-05-13T20:02:59Z,MX-104,temperature,15.99
2024-05-13T09:16:38Z,MX-104,throughput,94.13
2024-05-14T21:14:51Z,MX-103,energy_consumption,61.07
2024-05-14T07:15:08Z,MX-103,temperature,98.34
2024-05-14T22:52:07Z,MX-104,energy_consumption,19.73
2024-05-15T14:05:09Z,MX-103,temperature,22.58
2024-05-15T04:28:30Z,MX-103,temperature,13.69
