activity_id,operator_id,product_id,step_id,run_id,line_id,start_time,end_time,activity_type
ACT-PRD-1-RUN-000007-PRD-1-STEP-4-0-7902,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000007,LINE-A,2025-04-02T17:59:00Z,2025-04-02T18:00:00Z,direct
ACT-PRD-1-RUN-000008-PRD-1-STEP-1-0-4926,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000008,LINE-A,2024-04-08T16:10:00Z,2024-04-08T18:00:00Z,setup
ACT-PRD-1-RUN-000008-PRD-1-STEP-2-0-7997,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000008,LINE-A,2024-04-09T16:25:18Z,2024-04-09T17:12:39Z,direct
ACT-PRD-1-RUN-000008-PRD-1-STEP-2-1-9290,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000008,LINE-A,2024-04-09T17:12:39Z,2024-04-09T18:00:00Z,indirect
ACT-PRD-1-RUN-000008-PRD-1-STEP-3-0-6777,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000008,LINE-A,2024-04-11T09:46:56Z,2024-04-11T14:20:10Z,direct
ACT-PRD-1-RUN-000008-PRD-1-STEP-4-0-4216,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000008,LINE-B,2024-04-11T14:26:18Z,2024-04-11T15:58:15Z,direct
ACT-PRD-1-RUN-000008-PRD-1-STEP-4-1-4013,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000008,LINE-B,2024-04-11T15:58:15Z,2024-04-11T17:30:12Z,direct
ACT-PRD-1-RUN-000009-PRD-1-STEP-1-0-3002,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000009,LINE-B,2024-11-08T10:59:49Z,2024-11-08T14:54:46Z,direct
ACT-PRD-1-RUN-000009-PRD-1-STEP-2-0-4484,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000009,LINE-B,2024-11-09T16:16:59Z,2024-11-09T18:00:00Z,direct
ACT-PRD-1-RUN-000009-PRD-1-STEP-3-0-9386,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000009,LINE-A,2024-11-10T11:27:25Z,2024-11-10T14:35:43Z,setup
ACT-PRD-1-RUN-000009-PRD-1-STEP-3-1-6836,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000009,LINE-A,2024-11-10T14:35:43Z,2024-11-10T17:44:02Z,direct
ACT-PRD-1-RUN-000009-PRD-1-STEP-4-0-5574,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000009,LINE-A,2024-11-11T09:02:26Z,2024-11-11T11:38:28Z,direct
ACT-PRD-1-RUN-000010-PRD-1-STEP-1-0-8253,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000010,LINE-A,2025-02-26T11:22:58Z,2025-02-26T12:43:11Z,direct
ACT-PRD-1-RUN-000010-PRD-1-STEP-1-1-7512,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000010,LINE-A,2025-02-26T12:43:11Z,2025-02-26T14:03:24Z,setup
ACT-PRD-1-RUN-000010-PRD-1-STEP-2-0-4677,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000010,LINE-A,2025-02-27T15:21:01Z,2025-02-27T18:00:00Z,direct
ACT-PRD-1-RUN-000010-PRD-1-STEP-3-0-3237,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000010,LINE-B,2025-02-27T17:59:00Z,2025-02-27T18:00:00Z,direct
ACT-PRD-1-RUN-000010-PRD-1-STEP-4-0-8045,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000010,LINE-A,2025-02-28T11:43:06Z,2025-02-28T16:47:50Z,direct
ACT-PRD-1-RUN-000011-PRD-1-STEP-1-0-1475,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000011,LINE-A,2024-11-03T13:27:40Z,2024-11-03T17:41:24Z,indirect
ACT-PRD-1-RUN-000011-PRD-1-STEP-2-0-1790,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000011,LINE-A,2024-11-03T17:48:12Z,2024-11-03T18:00:00Z,setup
ACT-PRD-1-RUN-000011-PRD-1-STEP-3-0-8859,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000011,LINE-A,2024-11-03T17:59:00Z,2024-11-03T18:00:00Z,direct
ACT-PRD-1-RUN-000011-PRD-1-STEP-4-0-6576,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000011,LINE-B,2024-11-04T09:15:08Z,2024-11-04T15:10:09Z,direct
ACT-PRD-1-RUN-000012-PRD-1-STEP-1-0-9553,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000012,LINE-A,2024-12-16T13:30:25Z,2024-12-16T18:00:00Z,setup
ACT-PRD-1-RUN-000012-PRD-1-STEP-2-0-7387,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000012,LINE-B,2024-12-17T09:53:08Z,2024-12-17T17:34:48Z,direct
ACT-PRD-1-RUN-000012-PRD-1-STEP-3-0-8500,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000012,LINE-B,2024-12-17T17:38:07Z,2024-12-17T18:00:00Z,direct
ACT-PRD-1-RUN-000012-PRD-1-STEP-4-0-9032,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000012,LINE-B,2024-12-18T11:50:03Z,2024-12-18T17:06:16Z,direct
ACT-PRD-1-RUN-000013-PRD-1-STEP-1-0-9518,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000013,LINE-B,2024-06-08T08:55:29Z,2024-06-08T11:41:38Z,setup
ACT-PRD-1-RUN-000013-PRD-1-STEP-2-0-1841,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000013,LINE-A,2024-06-09T08:48:09Z,2024-06-09T11:49:12Z,direct
ACT-PRD-1-RUN-000013-PRD-1-STEP-3-0-9827,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000013,LINE-B,2024-06-10T10:56:29Z,2024-06-10T18:00:00Z,direct
ACT-PRD-1-RUN-000013-PRD-1-STEP-4-0-3255,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000013,LINE-A,2024-06-10T17:59:00Z,2024-06-10T18:00:00Z,direct
ACT-PRD-1-RUN-000014-PRD-1-STEP-1-0-2342,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000014,LINE-A,2024-10-07T10:41:45Z,2024-10-07T14:48:53Z,direct
ACT-PRD-1-RUN-000014-PRD-1-STEP-2-0-5303,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000014,LINE-A,2024-10-08T14:38:17Z,2024-10-08T18:00:00Z,indirect
ACT-PRD-1-RUN-000014-PRD-1-STEP-3-0-4376,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000014,LINE-A,2024-10-09T11:49:27Z,2024-10-09T14:54:43Z,rework
ACT-PRD-1-RUN-000014-PRD-1-STEP-3-1-9570,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000014,LINE-A,2024-10-09T14:54:43Z,2024-10-09T18:00:00Z,direct
ACT-PRD-1-RUN-000014-PRD-1-STEP-4-0-2359,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000014,LINE-A,2024-10-10T15:23:52Z,2024-10-10T16:41:56Z,indirect
ACT-PRD-1-RUN-000014-PRD-1-STEP-4-1-1486,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000014,LINE-A,2024-10-10T16:41:56Z,2024-10-10T18:00:00Z,direct
ACT-PRD-1-RUN-000015-PRD-1-STEP-1-0-9787,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000015,LINE-A,2024-03-09T11:13:23Z,2024-03-09T17:08:55Z,direct
ACT-PRD-1-RUN-000015-PRD-1-STEP-2-0-9055,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000015,LINE-A,2024-03-10T14:02:50Z,2024-03-10T18:00:00Z,direct
ACT-PRD-1-RUN-000015-PRD-1-STEP-3-0-1186,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000015,LINE-B,2024-03-11T10:53:53Z,2024-03-11T14:26:56Z,direct
ACT-PRD-1-RUN-000015-PRD-1-STEP-3-1-3734,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000015,LINE-B,2024-03-11T14:26:56Z,2024-03-11T18:00:00Z,indirect
ACT-PRD-1-RUN-000015-PRD-1-STEP-4-0-8667,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000015,LINE-B,2024-03-11T17:59:00Z,2024-03-11T18:00:00Z,rework
ACT-PRD-1-RUN-000016-PRD-1-STEP-1-0-7966,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000016,LINE-A,2024-08-02T12:08:35Z,2024-08-02T15:26:05Z,direct
ACT-PRD-1-RUN-000016-PRD-1-STEP-2-0-7122,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000016,LINE-B,2024-08-04T13:58:32Z,2024-08-04T15:59:16Z,direct
ACT-PRD-1-RUN-000016-PRD-1-STEP-2-1-9267,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000016,LINE-B,2024-08-04T15:59:16Z,2024-08-04T18:00:00Z,direct
ACT-PRD-1-RUN-000016-PRD-1-STEP-3-0-8613,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000016,LINE-B,2024-08-05T17:16:24Z,2024-08-05T18:00:00Z,direct
ACT-PRD-1-RUN-000016-PRD-1-STEP-4-0-6216,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000016,LINE-A,2024-08-05T17:59:00Z,2024-08-05T18:00:00Z,indirect
ACT-PRD-1-RUN-000017-PRD-1-STEP-1-0-2991,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000017,LINE-B,2023-11-03T15:54:39Z,2023-11-03T18:00:00Z,setup
ACT-PRD-1-RUN-000017-PRD-1-STEP-2-0-2307,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000017,LINE-A,2023-11-05T17:18:36Z,2023-11-05T18:00:00Z,direct
ACT-PRD-1-RUN-000017-PRD-1-STEP-3-0-8771,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000017,LINE-A,2023-11-06T08:48:28Z,2023-11-06T17:58:09Z,indirect
ACT-PRD-1-RUN-000017-PRD-1-STEP-4-0-6727,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000017,LINE-B,2023-11-07T15:51:05Z,2023-11-07T18:00:00Z,direct
ACT-PRD-1-RUN-000018-PRD-1-STEP-1-0-1967,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000018,LINE-B,2025-08-04T13:28:01Z,2025-08-04T17:53:43Z,setup
ACT-PRD-1-RUN-000018-PRD-1-STEP-2-0-9229,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000018,LINE-A,2025-08-05T15:19:31Z,2025-08-05T16:39:45Z,direct
ACT-PRD-1-RUN-000018-PRD-1-STEP-2-1-5643,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000018,LINE-A,2025-08-05T16:39:45Z,2025-08-05T18:00:00Z,setup
ACT-PRD-1-RUN-000018-PRD-1-STEP-3-0-4476,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000018,LINE-A,2025-08-06T15:39:14Z,2025-08-06T18:00:00Z,indirect
ACT-PRD-1-RUN-000018-PRD-1-STEP-4-0-6623,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000018,LINE-B,2025-08-07T15:23:32Z,2025-08-07T16:41:46Z,direct
ACT-PRD-1-RUN-000018-PRD-1-STEP-4-1-4369,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000018,LINE-B,2025-08-07T16:41:46Z,2025-08-07T18:00:00Z,indirect
ACT-PRD-1-RUN-000019-PRD-1-STEP-1-0-2292,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000019,LINE-B,2024-04-27T13:51:58Z,2024-04-27T18:00:00Z,direct
ACT-PRD-1-RUN-000019-PRD-1-STEP-2-0-9350,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000019,LINE-A,2024-04-28T17:18:20Z,2024-04-28T18:00:00Z,direct
ACT-PRD-1-RUN-000019-PRD-1-STEP-3-0-5019,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000019,LINE-B,2024-04-28T17:59:00Z,2024-04-28T18:00:00Z,setup
ACT-PRD-1-RUN-000019-PRD-1-STEP-4-0-1988,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000019,LINE-A,2024-04-28T17:59:00Z,2024-04-28T18:00:00Z,direct
ACT-PRD-1-RUN-000020-PRD-1-STEP-1-0-8048,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000020,LINE-A,2023-10-20T16:38:58Z,2023-10-20T17:19:29Z,direct
ACT-PRD-1-RUN-000020-PRD-1-STEP-1-1-8378,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000020,LINE-A,2023-10-20T17:19:29Z,2023-10-20T18:00:00Z,direct
ACT-PRD-1-RUN-000020-PRD-1-STEP-2-0-7321,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000020,LINE-A,2023-10-22T15:32:40Z,2023-10-22T16:46:20Z,direct
ACT-PRD-1-RUN-000020-PRD-1-STEP-2-1-8984,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000020,LINE-A,2023-10-22T16:46:20Z,2023-10-22T18:00:00Z,rework
ACT-PRD-1-RUN-000020-PRD-1-STEP-3-0-2659,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000020,LINE-A,2023-10-24T16:59:59Z,2023-10-24T18:00:00Z,direct
ACT-PRD-1-RUN-000020-PRD-1-STEP-4-0-7437,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000020,LINE-B,2023-10-24T17:59:00Z,2023-10-24T18:00:00Z,direct
ACT-PRD-1-RUN-000021-PRD-1-STEP-1-0-9324,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000021,LINE-B,2025-04-17T10:12:33Z,2025-04-17T12:19:19Z,direct
ACT-PRD-1-RUN-000021-PRD-1-STEP-1-1-8965,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000021,LINE-B,2025-04-17T12:19:19Z,2025-04-17T14:26:06Z,indirect
ACT-PRD-1-RUN-000021-PRD-1-STEP-2-0-9924,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000021,LINE-B,2025-04-18T16:03:24Z,2025-04-18T18:00:00Z,direct
ACT-PRD-1-RUN-000021-PRD-1-STEP-3-0-7715,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000021,LINE-B,2025-04-20T10:53:50Z,2025-04-20T18:00:00Z,indirect
ACT-PRD-1-RUN-000021-PRD-1-STEP-4-0-3901,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000021,LINE-B,2025-04-21T12:30:03Z,2025-04-21T18:00:00Z,indirect
ACT-PRD-1-RUN-000022-PRD-1-STEP-1-0-5201,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000022,LINE-B,2024-07-02T13:12:05Z,2024-07-02T16:32:21Z,direct
ACT-PRD-1-RUN-000022-PRD-1-STEP-2-0-2254,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000022,LINE-A,2024-07-03T17:49:59Z,2024-07-03T18:00:00Z,direct
ACT-PRD-1-RUN-000022-PRD-1-STEP-3-0-6297,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000022,LINE-B,2024-07-05T10:46:54Z,2024-07-05T18:00:00Z,direct
ACT-PRD-1-RUN-000022-PRD-1-STEP-4-0-7710,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000022,LINE-A,2024-07-07T14:01:24Z,2024-07-07T16:00:42Z,direct
ACT-PRD-1-RUN-000022-PRD-1-STEP-4-1-7116,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000022,LINE-A,2024-07-07T16:00:42Z,2024-07-07T18:00:00Z,rework
ACT-PRD-1-RUN-000023-PRD-1-STEP-1-0-3217,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000023,LINE-B,2024-11-28T08:21:20Z,2024-11-28T11:16:08Z,direct
ACT-PRD-1-RUN-000023-PRD-1-STEP-1-1-1135,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000023,LINE-B,2024-11-28T11:16:08Z,2024-11-28T14:10:56Z,direct
ACT-PRD-1-RUN-000023-PRD-1-STEP-2-0-7917,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000023,LINE-B,2024-11-30T08:06:26Z,2024-11-30T15:49:15Z,direct
ACT-PRD-1-RUN-000023-PRD-1-STEP-3-0-5313,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000023,LINE-A,2024-12-02T17:47:52Z,2024-12-02T18:00:00Z,direct
ACT-PRD-1-RUN-000023-PRD-1-STEP-4-0-2901,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000023,LINE-A,2024-12-04T11:59:40Z,2024-12-04T13:44:25Z,setup
ACT-PRD-1-RUN-000023-PRD-1-STEP-4-1-6193,OP-3,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000023,LINE-A,2024-12-04T13:44:25Z,2024-12-04T15:29:10Z,direct
ACT-PRD-1-RUN-000024-PRD-1-STEP-1-0-1735,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000024,LINE-B,2024-09-03T15:21:37Z,2024-09-03T16:40:48Z,indirect
ACT-PRD-1-RUN-000024-PRD-1-STEP-1-1-5261,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000024,LINE-B,2024-09-03T16:40:48Z,2024-09-03T18:00:00Z,direct
ACT-PRD-1-RUN-000024-PRD-1-STEP-2-0-3845,OP-2,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000024,LINE-A,2024-09-04T17:43:24Z,2024-09-04T18:00:00Z,setup
ACT-PRD-1-RUN-000024-PRD-1-STEP-3-0-9341,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000024,LINE-A,2024-09-04T17:59:00Z,2024-09-04T18:00:00Z,direct
ACT-PRD-1-RUN-000024-PRD-1-STEP-4-0-6241,OP-1,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000024,LINE-B,2024-09-04T18:30:00Z,2024-09-04T18:31:00Z,direct
ACT-PRD-1-RUN-000025-PRD-1-STEP-1-0-6384,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000025,LINE-B,2024-09-04T14:54:06Z,2024-09-04T16:27:03Z,direct
ACT-PRD-1-RUN-000025-PRD-1-STEP-1-1-3224,OP-1,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000025,LINE-B,2024-09-04T16:27:03Z,2024-09-04T18:00:00Z,direct
ACT-PRD-1-RUN-000025-PRD-1-STEP-2-0-4220,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000025,LINE-A,2024-09-05T09:29:27Z,2024-09-05T12:09:59Z,direct
ACT-PRD-1-RUN-000025-PRD-1-STEP-2-1-2963,OP-4,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000025,LINE-A,2024-09-05T12:09:59Z,2024-09-05T14:50:32Z,direct
ACT-PRD-1-RUN-000025-PRD-1-STEP-3-0-1575,OP-2,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000025,LINE-A,2024-09-06T12:04:54Z,2024-09-06T15:02:27Z,setup
