timestamp,start_time,end_time,line_id,product_id,step_id,run_id,quantity,status,actual_machine_id
2024-03-01T18:00:00Z,2024-03-01T17:59:00Z,2024-03-01T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000003,1,complete,MX-104
2025-02-18T18:00:00Z,2025-02-18T17:14:31Z,2025-02-18T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000004,1,complete,MX-101
2025-02-19T15:39:06Z,2025-02-19T10:46:56Z,2025-02-19T15:39:06Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000004,1,complete,MX-105
2025-02-20T18:00:00Z,2025-02-20T16:53:41Z,2025-02-20T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000004,1,complete,MX-101
2025-02-21T14:59:26Z,2025-02-21T12:21:32Z,2025-02-21T14:59:26Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000004,1,complete,MX-101
2025-02-03T18:00:00Z,2025-02-03T17:41:51Z,2025-02-03T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000005,1,complete,MX-103
2025-02-05T15:19:52Z,2025-02-05T11:00:21Z,2025-02-05T15:19:52Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000005,1,complete,MX-105
2025-02-06T18:00:00Z,2025-02-06T17:49:03Z,2025-02-06T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000005,1,complete,MX-101
2025-02-07T18:00:00Z,2025-02-07T15:15:48Z,2025-02-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000005,1,complete,MX-102
2025-03-07T15:48:41Z,2025-03-07T12:30:46Z,2025-03-07T15:48:41Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000006,1,complete,MX-101
2025-03-07T18:00:00Z,2025-03-07T15:50:44Z,2025-03-07T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000006,1,complete,MX-102
2025-03-07T18:00:00Z,2025-03-07T17:59:00Z,2025-03-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000006,1,complete,MX-103
2025-03-07T18:00:00Z,2025-03-07T17:59:00Z,2025-03-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000006,1,complete,MX-105
2025-03-30T18:00:00Z,2025-03-30T16:36:16Z,2025-03-30T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000007,1,complete,MX-103
2025-04-01T14:56:15Z,2025-04-01T11:27:58Z,2025-04-01T14:56:15Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000007,1,complete,MX-104
2025-04-02T18:00:00Z,2025-04-02T15:42:39Z,2025-04-02T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000007,1,complete,MX-101
2025-04-02T18:00:00Z,2025-04-02T17:59:00Z,2025-04-02T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000007,1,complete,MX-105
2024-04-08T18:00:00Z,2024-04-08T16:10:00Z,2024-04-08T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000008,1,complete,MX-103
2024-04-09T18:00:00Z,2024-04-09T16:25:18Z,2024-04-09T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000008,1,complete,MX-105
2024-04-11T14:20:10Z,2024-04-11T09:46:56Z,2024-04-11T14:20:10Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000008,1,complete,MX-101
2024-04-11T17:30:12Z,2024-04-11T14:26:18Z,2024-04-11T17:30:12Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000008,1,complete,MX-105
2024-11-08T14:54:46Z,2024-11-08T10:59:49Z,2024-11-08T14:54:46Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000009,1,complete,MX-102
2024-11-09T18:00:00Z,2024-11-09T16:16:59Z,2024-11-09T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000009,1,complete,MX-102
2024-11-10T17:44:02Z,2024-11-10T11:27:25Z,2024-11-10T17:44:02Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000009,1,complete,MX-102
2024-11-11T11:38:28Z,2024-11-11T09:02:26Z,2024-11-11T11:38:28Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000009,1,complete,MX-103
2025-02-26T14:03:24Z,2025-02-26T11:22:58Z,2025-02-26T14:03:24Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000010,1,complete,MX-101
2025-02-27T18:00:00Z,2025-02-27T15:21:01Z,2025-02-27T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000010,1,complete,MX-105
2025-02-27T18:00:00Z,2025-02-27T17:59:00Z,2025-02-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000010,1,complete,MX-102
2025-02-28T16:47:50Z,2025-02-28T11:43:06Z,2025-02-28T16:47:50Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000010,1,complete,MX-102
2024-11-03T17:41:24Z,2024-11-03T13:27:40Z,2024-11-03T17:41:24Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000011,1,complete,MX-101
2024-11-03T18:00:00Z,2024-11-03T17:48:12Z,2024-11-03T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000011,1,complete,MX-104
2024-11-03T18:00:00Z,2024-11-03T17:59:00Z,2024-11-03T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000011,1,complete,MX-102
2024-11-04T15:10:09Z,2024-11-04T09:15:08Z,2024-11-04T15:10:09Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000011,1,complete,MX-104
2024-12-16T18:00:00Z,2024-12-16T13:30:25Z,2024-12-16T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000012,1,complete,MX-102
2024-12-17T17:34:48Z,2024-12-17T09:53:08Z,2024-12-17T17:34:48Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000012,1,complete,MX-104
2024-12-17T18:00:00Z,2024-12-17T17:38:07Z,2024-12-17T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000012,1,complete,MX-102
2024-12-18T17:06:16Z,2024-12-18T11:50:03Z,2024-12-18T17:06:16Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000012,1,complete,MX-105
2024-06-08T11:41:38Z,2024-06-08T08:55:29Z,2024-06-08T11:41:38Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000013,1,complete,MX-102
2024-06-09T11:49:12Z,2024-06-09T08:48:09Z,2024-06-09T11:49:12Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000013,1,complete,MX-105
2024-06-10T18:00:00Z,2024-06-10T10:56:29Z,2024-06-10T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000013,1,complete,MX-105
2024-06-10T18:00:00Z,2024-06-10T17:59:00Z,2024-06-10T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000013,1,complete,MX-102
2024-10-07T14:48:53Z,2024-10-07T10:41:45Z,2024-10-07T14:48:53Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000014,1,complete,MX-103
2024-10-08T18:00:00Z,2024-10-08T14:38:17Z,2024-10-08T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000014,1,complete,MX-103
2024-10-09T18:00:00Z,2024-10-09T11:49:27Z,2024-10-09T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000014,1,complete,MX-102
2024-10-10T18:00:00Z,2024-10-10T15:23:52Z,2024-10-10T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000014,1,complete,MX-101
2024-03-09T17:08:55Z,2024-03-09T11:13:23Z,2024-03-09T17:08:55Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000015,1,complete,MX-102
2024-03-10T18:00:00Z,2024-03-10T14:02:50Z,2024-03-10T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000015,1,complete,MX-105
2024-03-11T18:00:00Z,2024-03-11T10:53:53Z,2024-03-11T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000015,1,complete,MX-101
2024-03-11T18:00:00Z,2024-03-11T17:59:00Z,2024-03-11T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000015,1,complete,MX-105
2024-08-02T15:26:05Z,2024-08-02T12:08:35Z,2024-08-02T15:26:05Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000016,1,complete,MX-102
2024-08-04T18:00:00Z,2024-08-04T13:58:32Z,2024-08-04T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000016,1,complete,MX-104
2024-08-05T18:00:00Z,2024-08-05T17:16:24Z,2024-08-05T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000016,1,complete,MX-105
2024-08-05T18:00:00Z,2024-08-05T17:59:00Z,2024-08-05T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000016,1,complete,MX-101
2023-11-03T18:00:00Z,2023-11-03T15:54:39Z,2023-11-03T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000017,1,complete,MX-101
2023-11-05T18:00:00Z,2023-11-05T17:18:36Z,2023-11-05T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000017,1,complete,MX-102
2023-11-06T17:58:09Z,2023-11-06T08:48:28Z,2023-11-06T17:58:09Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000017,1,complete,MX-102
2023-11-07T18:00:00Z,2023-11-07T15:51:05Z,2023-11-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000017,1,complete,MX-105
2025-08-04T17:53:43Z,2025-08-04T13:28:01Z,2025-08-04T17:53:43Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000018,1,complete,MX-103
2025-08-05T18:00:00Z,2025-08-05T15:19:31Z,2025-08-05T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000018,1,complete,MX-104
2025-08-06T18:00:00Z,2025-08-06T15:39:14Z,2025-08-06T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000018,1,complete,MX-103
2025-08-07T18:00:00Z,2025-08-07T15:23:32Z,2025-08-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000018,1,complete,MX-105
2024-04-27T18:00:00Z,2024-04-27T13:51:58Z,2024-04-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000019,1,complete,MX-105
2024-04-28T18:00:00Z,2024-04-28T17:18:20Z,2024-04-28T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000019,1,complete,MX-102
2024-04-28T18:00:00Z,2024-04-28T17:59:00Z,2024-04-28T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000019,1,complete,MX-105
2024-04-28T18:00:00Z,2024-04-28T17:59:00Z,2024-04-28T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000019,1,complete,MX-104
2023-10-20T18:00:00Z,2023-10-20T16:38:58Z,2023-10-20T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000020,1,complete,MX-101
2023-10-22T18:00:00Z,2023-10-22T15:32:40Z,2023-10-22T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000020,1,complete,MX-102
2023-10-24T18:00:00Z,2023-10-24T16:59:59Z,2023-10-24T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000020,1,complete,MX-103
2023-10-24T18:00:00Z,2023-10-24T17:59:00Z,2023-10-24T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000020,1,complete,MX-105
2025-04-17T14:26:06Z,2025-04-17T10:12:33Z,2025-04-17T14:26:06Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000021,1,complete,MX-105
2025-04-18T18:00:00Z,2025-04-18T16:03:24Z,2025-04-18T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000021,1,complete,MX-103
2025-04-20T18:00:00Z,2025-04-20T10:53:50Z,2025-04-20T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000021,1,complete,MX-105
2025-04-21T18:00:00Z,2025-04-21T12:30:03Z,2025-04-21T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000021,1,complete,MX-101
2024-07-02T16:32:21Z,2024-07-02T13:12:05Z,2024-07-02T16:32:21Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000022,1,complete,MX-102
2024-07-03T18:00:00Z,2024-07-03T17:49:59Z,2024-07-03T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000022,1,complete,MX-102
2024-07-05T18:00:00Z,2024-07-05T10:46:54Z,2024-07-05T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000022,1,complete,MX-104
2024-07-07T18:00:00Z,2024-07-07T14:01:24Z,2024-07-07T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000022,1,complete,MX-103
2024-11-28T14:10:56Z,2024-11-28T08:21:20Z,2024-11-28T14:10:56Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000023,1,complete,MX-104
2024-11-30T15:49:15Z,2024-11-30T08:06:26Z,2024-11-30T15:49:15Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000023,1,complete,MX-102
2024-12-02T18:00:00Z,2024-12-02T17:47:52Z,2024-12-02T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000023,1,complete,MX-102
2024-12-04T15:29:10Z,2024-12-04T11:59:40Z,2024-12-04T15:29:10Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000023,1,complete,MX-104
2024-09-03T18:00:00Z,2024-09-03T15:21:37Z,2024-09-03T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000024,1,complete,MX-105
2024-09-04T18:00:00Z,2024-09-04T17:43:24Z,2024-09-04T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000024,1,complete,MX-102
2024-09-04T18:00:00Z,2024-09-04T17:59:00Z,2024-09-04T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000024,1,complete,MX-103
2024-09-04T18:31:00Z,2024-09-04T18:30:00Z,2024-09-04T18:31:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000024,1,complete,MX-102
2024-09-04T18:00:00Z,2024-09-04T14:54:06Z,2024-09-04T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000025,1,complete,MX-104
2024-09-05T14:50:32Z,2024-09-05T09:29:27Z,2024-09-05T14:50:32Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000025,1,complete,MX-102
2024-09-06T18:00:00Z,2024-09-06T12:04:54Z,2024-09-06T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000025,1,complete,MX-104
2024-09-06T18:00:00Z,2024-09-06T17:59:00Z,2024-09-06T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000025,1,complete,MX-101
2024-02-01T14:44:17Z,2024-02-01T10:04:56Z,2024-02-01T14:44:17Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000026,1,complete,MX-102
2024-02-03T18:00:00Z,2024-02-03T12:39:53Z,2024-02-03T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000026,1,complete,MX-105
2024-02-04T18:00:00Z,2024-02-04T13:39:44Z,2024-02-04T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000026,1,complete,MX-101
2024-02-06T18:00:00Z,2024-02-06T15:13:15Z,2024-02-06T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000026,1,complete,MX-101
2024-01-07T18:00:00Z,2024-01-07T13:29:24Z,2024-01-07T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000027,1,complete,MX-103
2024-01-07T18:00:00Z,2024-01-07T17:59:00Z,2024-01-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000027,1,complete,MX-101
2024-01-07T18:00:00Z,2024-01-07T17:59:00Z,2024-01-07T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000027,1,complete,MX-104
2024-01-09T14:03:18Z,2024-01-09T09:55:16Z,2024-01-09T14:03:18Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000027,1,complete,MX-104
2024-12-13T18:00:00Z,2024-12-13T17:29:53Z,2024-12-13T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000028,1,complete,MX-103
2024-12-15T18:00:00Z,2024-12-15T16:27:45Z,2024-12-15T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000028,1,complete,MX-102
2024-12-16T18:00:00Z,2024-12-16T12:28:08Z,2024-12-16T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000028,1,complete,MX-103
2024-12-18T17:50:27Z,2024-12-18T12:26:21Z,2024-12-18T17:50:27Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000028,1,complete,MX-104
2023-10-24T17:02:38Z,2023-10-24T13:55:00Z,2023-10-24T17:02:38Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000029,1,complete,MX-105
2023-10-25T17:24:17Z,2023-10-25T12:42:11Z,2023-10-25T17:24:17Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000029,1,complete,MX-105
2023-10-25T18:00:00Z,2023-10-25T17:27:00Z,2023-10-25T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000029,1,complete,MX-104
2023-10-27T18:00:00Z,2023-10-27T16:53:39Z,2023-10-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000029,1,complete,MX-101
2024-12-26T13:16:14Z,2024-12-26T09:41:38Z,2024-12-26T13:16:14Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000030,1,complete,MX-104
2024-12-27T18:00:00Z,2024-12-27T13:34:27Z,2024-12-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000030,1,complete,MX-105
2024-12-28T18:00:00Z,2024-12-28T15:44:45Z,2024-12-28T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000030,1,complete,MX-101
2024-12-29T18:00:00Z,2024-12-29T16:15:36Z,2024-12-29T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000030,1,complete,MX-104
2024-04-09T18:00:00Z,2024-04-09T17:45:18Z,2024-04-09T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000031,1,complete,MX-102
2024-04-10T18:00:00Z,2024-04-10T11:56:20Z,2024-04-10T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000031,1,complete,MX-102
2024-04-10T18:00:00Z,2024-04-10T17:59:00Z,2024-04-10T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000031,1,complete,MX-105
2024-04-11T13:29:22Z,2024-04-11T08:15:27Z,2024-04-11T13:29:22Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000031,1,complete,MX-105
2023-11-19T15:15:00Z,2023-11-19T10:17:55Z,2023-11-19T15:15:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000032,1,complete,MX-103
2023-11-19T18:00:00Z,2023-11-19T15:21:00Z,2023-11-19T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000032,1,complete,MX-101
2023-11-21T18:00:00Z,2023-11-21T14:12:08Z,2023-11-21T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000032,1,complete,MX-103
2023-11-23T15:45:54Z,2023-11-23T10:04:36Z,2023-11-23T15:45:54Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000032,1,complete,MX-105
2025-05-07T11:58:57Z,2025-05-07T08:58:33Z,2025-05-07T11:58:57Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000033,1,complete,MX-103
2025-05-07T16:06:37Z,2025-05-07T12:31:05Z,2025-05-07T16:06:37Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000033,1,complete,MX-101
2025-05-08T18:00:00Z,2025-05-08T17:30:47Z,2025-05-08T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000033,1,complete,MX-104
2025-05-09T18:00:00Z,2025-05-09T15:48:23Z,2025-05-09T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000033,1,complete,MX-104
2024-04-24T17:51:33Z,2024-04-24T12:49:03Z,2024-04-24T17:51:33Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000034,1,complete,MX-105
2024-04-25T16:55:26Z,2024-04-25T11:09:51Z,2024-04-25T16:55:26Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000034,1,complete,MX-104
2024-04-27T18:00:00Z,2024-04-27T16:12:04Z,2024-04-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000034,1,complete,MX-104
2024-04-27T18:00:00Z,2024-04-27T17:59:00Z,2024-04-27T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000034,1,complete,MX-103
2025-08-28T18:00:00Z,2025-08-28T12:48:57Z,2025-08-28T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000035,1,complete,MX-104
2025-08-30T15:48:43Z,2025-08-30T10:05:21Z,2025-08-30T15:48:43Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000035,1,complete,MX-104
2025-08-31T15:17:20Z,2025-08-31T10:35:21Z,2025-08-31T15:17:20Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000035,1,complete,MX-102
2025-09-01T18:00:00Z,2025-09-01T15:59:40Z,2025-09-01T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000035,1,complete,MX-105
2024-06-29T18:00:00Z,2024-06-29T16:59:21Z,2024-06-29T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000036,1,complete,MX-103
2024-07-01T18:00:00Z,2024-07-01T13:52:03Z,2024-07-01T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000036,1,complete,MX-102
2024-07-02T18:00:00Z,2024-07-02T08:22:39Z,2024-07-02T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000036,1,complete,MX-105
2024-07-02T18:00:00Z,2024-07-02T17:59:00Z,2024-07-02T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000036,1,complete,MX-103
2024-03-28T18:00:00Z,2024-03-28T15:56:06Z,2024-03-28T18:00:00Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000037,1,complete,MX-104
2024-03-28T18:31:00Z,2024-03-28T18:30:00Z,2024-03-28T18:31:00Z,LINE-B,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000037,1,complete,MX-102
2024-03-28T18:31:00Z,2024-03-28T18:30:00Z,2024-03-28T18:31:00Z,LINE-B,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000037,1,complete,MX-101
2024-03-29T18:00:00Z,2024-03-29T15:17:24Z,2024-03-29T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-4,PRD-1-RUN-000037,1,complete,MX-104
2023-12-24T16:44:55Z,2023-12-24T13:53:06Z,2023-12-24T16:44:55Z,LINE-B,PRD-1,PRD-1-STEP-1,PRD-1-RUN-000038,1,complete,MX-103
2023-12-24T18:00:00Z,2023-12-24T17:52:39Z,2023-12-24T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-2,PRD-1-RUN-000038,1,complete,MX-105
2023-12-25T18:00:00Z,2023-12-25T17:04:29Z,2023-12-25T18:00:00Z,LINE-A,PRD-1,PRD-1-STEP-3,PRD-1-RUN-000038,1,complete,MX-103
